,clean
8788,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,GMC S-15 Jimmy"
8789,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,GMC S-15 Jimmy"
8790,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,GMC S-15 Jimmy"
8791,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8792,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8793,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8794,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,GMC S-15 Jimmy"
8795,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8796,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,GMC S-15 Jimmy"
8797,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8798,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,GMC S-15 Jimmy"
8799,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8800,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8801,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8802,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC S-15"
8803,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC S-15"
8804,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8805,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8806,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,GMC S-15"
8807,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,GMC S-15"
8808,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8809,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8810,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8811,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,GMC S-15"
8812,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8813,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8814,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8815,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,GMC S-15"
8816,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8817,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Regular Cab Pickup,GMC S-15"
8818,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8819,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8820,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8821,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Coupe,Mercedes-Benz S-Class"
8822,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8823,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Coupe,Mercedes-Benz S-Class"
8824,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8825,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,High-Performance,Large,Coupe,Mercedes-Benz S-Class"
8826,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Coupe,Mercedes-Benz S-Class"
8827,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,High-Performance,Large,Coupe,Mercedes-Benz S-Class"
8828,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8829,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8830,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8831,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8832,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Coupe,Mercedes-Benz S-Class"
8833,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8834,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8835,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8836,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Convertible,Mercedes-Benz S-Class"
8837,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8838,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Convertible,Mercedes-Benz S-Class"
8839,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8840,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Convertible,Mercedes-Benz S-Class"
8841,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Mercedes-Benz S-Class"
8842,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Convertible,Honda S2000"
8843,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Performance,Compact,Convertible,Honda S2000"
8844,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Convertible,Honda S2000"
8845,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Convertible,Honda S2000"
8846,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Convertible,Honda S2000"
8847,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Convertible,Honda S2000"
8848,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Performance,Compact,Convertible,Honda S2000"
8849,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi S3"
8850,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi S3"
8851,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi S3"
8852,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi S3"
8853,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi S3"
8854,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi S3"
8855,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Compact,Sedan,Volvo S40"
8856,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Compact,Sedan,Volvo S40"
8857,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Compact,Sedan,Volvo S40"
8858,"premium unleaded (recommended),MANUAL,all wheel drive,Luxury,Compact,Sedan,Volvo S40"
8859,"premium unleaded (recommended),MANUAL,front wheel drive,Luxury,Compact,Sedan,Volvo S40"
8860,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Compact,Sedan,Volvo S40"
8861,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Compact,Sedan,Volvo S40"
8862,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Compact,Sedan,Volvo S40"
8863,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8864,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8865,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8866,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8867,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8868,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8869,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8870,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8871,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8872,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8873,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8874,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S4"
8875,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,Performance,Midsize,Convertible,Audi S5"
8876,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Audi S5"
8877,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,Performance,Midsize,Convertible,Audi S5"
8878,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,Performance,Midsize,Coupe,Audi S5"
8879,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,Performance,Midsize,Coupe,Audi S5"
8880,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Audi S5"
8881,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Audi S5"
8882,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,Performance,Midsize,Convertible,Audi S5"
8883,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,Performance,Midsize,Coupe,Audi S5"
8884,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Volvo S60 Cross Country"
8885,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8886,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8887,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8888,"regular unleaded,AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8889,"regular unleaded,AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8890,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8891,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8892,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8893,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8894,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8895,"regular unleaded,AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8896,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8897,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8898,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8899,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8900,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8901,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8902,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8903,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8904,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8905,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8906,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8907,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8908,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,High-Performance,Midsize,Sedan,Volvo S60"
8909,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S60"
8910,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S60"
8911,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S60"
8912,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S60"
8913,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S6"
8914,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S6"
8915,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S6"
8916,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S6"
8917,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi S6"
8918,"regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8919,"regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8920,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8921,"regular unleaded,MANUAL,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S70"
8922,"regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8923,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8924,"regular unleaded,MANUAL,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S70"
8925,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8926,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8927,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8928,"regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8929,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8930,"regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,Volvo S70"
8931,"regular unleaded,MANUAL,front wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S70"
8932,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S7"
8933,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S7"
8934,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S7"
8935,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S7"
8936,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S80"
8937,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S80"
8938,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S80"
8939,"regular unleaded,AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,Volvo S80"
8940,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S80"
8941,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S80"
8942,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S80"
8943,"regular unleaded,AUTOMATIC,front wheel drive,Luxury,Midsize,Sedan,Volvo S80"
8944,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S8"
8945,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S8"
8946,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S8"
8947,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi S8"
8948,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,Volvo S90"
8949,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Large,Sedan,Volvo S90"
8950,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Volvo S90"
8951,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Large,Sedan,Volvo S90"
8952,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Volvo S90"
8953,"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Cargo Minivan,GMC Safari Cargo"
8954,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Cargo Minivan,GMC Safari Cargo"
8955,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Cargo Minivan,GMC Safari Cargo"
8956,"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Cargo Minivan,GMC Safari Cargo"
8957,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Cargo Minivan,GMC Safari Cargo"
8958,"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Cargo Minivan,GMC Safari Cargo"
8959,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Passenger Minivan,GMC Safari"
8960,"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Passenger Minivan,GMC Safari"
8961,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Passenger Minivan,GMC Safari"
8962,"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Passenger Minivan,GMC Safari"
8963,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Passenger Minivan,GMC Safari"
8964,"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Passenger Minivan,GMC Safari"
8965,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Convertible SUV,Suzuki Samurai"
8966,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Convertible SUV,Suzuki Samurai"
8967,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Convertible SUV,Suzuki Samurai"
8968,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Convertible SUV,Suzuki Samurai"
8969,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8970,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8971,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8972,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8973,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8974,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8975,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8976,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8977,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8978,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8979,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8980,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8981,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8982,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8983,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8984,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe Sport"
8985,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe"
8986,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe"
8987,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe"
8988,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe"
8989,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe"
8990,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe"
8991,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Hyundai Santa Fe"
